job id,job title 1,job title 2,published date,removed date,SALARY ESTIMATE,COMPANY_NAME,COMPANY_RANK,STATE_OF_COMPANY,HEADQUARTERS_OF_COMPANY,COMPANY_SIZE,COMPANY_MARKET_VALUE
650,Recruiter,,2019-07-06 22:17:44,2019-09-20 22:17:44,81K-159K,Zoomdog,5.0,          Colorado         ,,40.0 to 68.0 employees,734.2857142857142
651,Assistant,Manager,2016-05-20 16:37:45,2016-07-20 16:37:45,67K-143K,Gabtype,5.0,          Arizona         ,Phoenix,40.0 to 68.0 employees,734.2857142857142
652,Community,Outreach Specialist,2017-01-06 03:25:07,2017-02-13 03:25:07,42K-191K,Trunyx,4.0,          California         ,Corona,30.0 to 51.0 employees,686.6666666666666
653,Registered,Nurse,2016-04-11 09:17:46,2016-07-03 09:17:46,26K-189K,JumpXS,4.0,          California         ,Sacramento,30.0 to 51.0 employees,686.6666666666666
654,Food,Chemist,2020-01-23 06:08:15,2020-02-08 06:08:15,83K-179K,Rhynyx,4.0,          New York         ,Hicksville,30.0 to 51.0 employees,686.6666666666666
655,Account,Coordinator,2021-01-04 05:27:35,2021-01-13 05:27:35,14K-151K,Topiczoom,7.0,          California         ,Hayward,60.0 to 102.0 employees,797.7777777777777
656,Paralegal,,2018-08-13 18:19:58,2018-11-20 18:19:58,13K-143K,Rhynoodle,7.0,          Virginia         ,Newport News,60.0 to 102.0 employees,797.7777777777777
657,Civil,Engineer,2019-08-08 12:55:29,2019-09-25 12:55:29,55K-124K,Yozio,3.0,          Washington         ,Vancouver,20.0 to 34.0 employees,620.0
658,Tax,Accountant,2020-04-06 13:46:15,2020-06-15 13:46:15,55K-114K,Wikibox,5.0,          New York         ,Rochester,40.0 to 68.0 employees,734.2857142857142
659,Cost,Accountant,2019-05-22 02:01:44,,26K-175K,Centidel,6.0,          Texas         ,San Antonio,50.0 to 85.0 employees,770.0
660,Financial,Advisor,2018-10-09 15:21:20,2019-01-13 15:21:20,95K-172K,Shuffletag,8.0,          District of Columbia         ,Washington,70.0 to 119.0 employees,820.0
661,Statistician,I,2016-02-13 06:32:08,2016-03-20 06:32:08,16K-110K,Eidel,3.0,          Missouri         ,Saint Louis,20.0 to 34.0 employees,620.0
662,Media,Manager IV,2020-05-01 22:51:30,2020-06-28 22:51:30,56K-108K,Pixonyx,5.0,          Louisiana         ,New Orleans,40.0 to 68.0 employees,734.2857142857142
663,VP,Marketing,2016-11-16 01:56:27,2016-12-17 01:56:27,92K-168K,Edgetag,5.0,          Texas         ,Galveston,40.0 to 68.0 employees,734.2857142857142
664,VP,Accounting,2016-12-29 04:26:23,2017-01-29 04:26:23,95K-198K,Blogtags,6.0,          Texas         ,San Antonio,50.0 to 85.0 employees,770.0
665,Project,Manager,2019-01-14 06:01:23,2019-01-22 06:01:23,48K-164K,Jatri,3.0,          Georgia         ,Augusta,20.0 to 34.0 employees,620.0
666,Professor,,2017-09-28 02:32:52,2017-12-09 02:32:52,96K-183K,Dablist,5.0,          Pennsylvania         ,Harrisburg,40.0 to 68.0 employees,734.2857142857142
667,Senior,Editor,2020-11-27 21:03:14,2020-12-11 21:03:14,30K-194K,Realblab,6.0,          Texas         ,Houston,50.0 to 85.0 employees,770.0
668,Graphic,Designer,2019-04-11 15:47:40,2019-06-18 15:47:40,10K-147K,Jaxworks,6.0,          California         ,South Lake Tahoe,50.0 to 85.0 employees,770.0
669,Media,Manager III,2018-01-06 11:15:50,2018-02-14 11:15:50,7K-151K,Yodo,2.0,          Massachusetts         ,Springfield,10.0 to 17.0 employees,520.0
670,Professor,,2020-10-01 21:28:20,2020-10-03 21:28:20,20K-147K,Skipstorm,7.0,          Florida         ,Lake Worth,60.0 to 102.0 employees,797.7777777777777
671,VP,Marketing,2019-05-22 14:28:35,2019-05-24 14:28:35,89K-110K,Mycat,3.0,          Minnesota         ,Saint Cloud,20.0 to 34.0 employees,620.0
672,Occupational,Therapist,2019-03-30 11:41:54,2019-04-09 11:41:54,58K-144K,Agivu,3.0,          Colorado         ,,20.0 to 34.0 employees,620.0
673,Assistant,Media Planner,2018-12-14 23:20:25,2019-02-02 23:20:25,23K-115K,Thoughtbridge,11.0,          Washington         ,Vancouver,100.0 to 170.0 employees,866.1538461538463
674,Web,Developer I,2020-03-13 19:07:52,2020-05-18 19:07:52,42K-140K,Abata,3.0,          Wisconsin         ,Milwaukee,20.0 to 34.0 employees,620.0
675,Information,Systems Manager,2018-06-04 13:27:43,2018-07-24 13:27:43,3K-183K,Skalith,5.0,          Texas         ,Houston,40.0 to 68.0 employees,734.2857142857142
676,Research,Associate,2016-02-11 20:46:45,2016-03-25 20:46:45,61K-148K,Yakijo,4.0,          Texas         ,Amarillo,30.0 to 51.0 employees,686.6666666666666
677,Product,Engineer,2018-08-27 03:15:59,2018-11-16 03:15:59,27K-143K,Innotype,6.0,          Michigan         ,Detroit,50.0 to 85.0 employees,770.0
678,Budget/Accounting,Analyst III,2020-04-24 22:40:52,2020-07-23 22:40:52,62K-200K,Linklinks,7.0,          Illinois         ,Peoria,60.0 to 102.0 employees,797.7777777777777
679,Help,Desk Technician,2018-04-02 03:55:06,2018-04-13 03:55:06,49K-193K,Mita,2.0,          Indiana         ,Fort Wayne,10.0 to 17.0 employees,520.0
680,Nurse,Practicioner,2019-02-05 16:49:17,2019-03-04 16:49:17,45K-200K,Linktype,6.0,          Tennessee         ,Johnson City,50.0 to 85.0 employees,770.0
681,Software,Engineer IV,2017-11-13 22:29:29,,18K-121K,Youspan,5.0,          New Mexico         ,Santa Fe,40.0 to 68.0 employees,734.2857142857142
682,Director,of Sales,2020-02-03 20:11:39,2020-04-08 20:11:39,71K-137K,Skynoodle,7.0,          Colorado         ,Pueblo,60.0 to 102.0 employees,797.7777777777777
683,Compensation,Analyst,2020-01-22 10:47:54,2020-04-30 10:47:54,1K-153K,Demivee,5.0,          North Carolina         ,Fayetteville,40.0 to 68.0 employees,734.2857142857142
684,Research,Associate,2017-02-23 13:02:05,2017-04-13 13:02:05,59K-113K,Youopia,5.0,          Missouri         ,Kansas City,40.0 to 68.0 employees,734.2857142857142
685,Electrical,Engineer,2018-06-10 03:29:28,2018-08-30 03:29:28,41K-120K,Ntag,2.0,          District of Columbia         ,Washington,10.0 to 17.0 employees,520.0
686,Automation,Specialist II,2016-03-09 12:15:43,2016-05-27 12:15:43,90K-200K,Centidel,6.0,          Pennsylvania         ,Wilkes Barre,50.0 to 85.0 employees,770.0
687,Senior,Developer,2017-07-09 00:16:21,2017-09-19 00:16:21,42K-164K,Gabvine,5.0,          South Carolina         ,Beaufort,40.0 to 68.0 employees,734.2857142857142
688,VP,Product Management,2017-03-30 23:40:59,2017-04-21 23:40:59,2K-187K,Zazio,3.0,          Indiana         ,Fort Wayne,20.0 to 34.0 employees,620.0
689,Electrical,Engineer,2016-10-08 20:57:48,2016-12-05 20:57:48,0K-156K,Youtags,5.0,          Florida         ,Orlando,40.0 to 68.0 employees,734.2857142857142
690,Systems,Administrator II,2020-04-29 19:34:40,2020-08-04 19:34:40,41K-138K,Jazzy,3.0,          Oklahoma         ,Oklahoma City,20.0 to 34.0 employees,620.0
691,VP,Quality Control,2018-02-05 00:20:55,2018-04-21 00:20:55,32K-131K,Jamia,3.0,          Georgia         ,Marietta,20.0 to 34.0 employees,620.0
692,Registered,Nurse,2018-12-12 16:16:28,2019-01-01 16:16:28,100K-175K,Skyndu,4.0,          District of Columbia         ,Washington,30.0 to 51.0 employees,686.6666666666666
693,Systems,Administrator I,2019-10-06 08:24:29,2019-11-27 08:24:29,12K-154K,Eare,2.0,          Pennsylvania         ,Lancaster,10.0 to 17.0 employees,520.0
694,Research,Associate,2017-10-16 18:57:47,2018-01-08 18:57:47,72K-140K,Youopia,5.0,          Oregon         ,Portland,40.0 to 68.0 employees,734.2857142857142
695,Operator,,2019-05-28 12:55:06,2019-07-09 12:55:06,14K-160K,Kwimbee,5.0,          Texas         ,Longview,40.0 to 68.0 employees,734.2857142857142
696,Dental,Hygienist,2016-11-11 08:29:38,2016-12-26 08:29:38,30K-128K,Thoughtbridge,11.0,          Louisiana         ,Shreveport,100.0 to 170.0 employees,866.1538461538463
697,Junior,Executive,2020-07-03 13:12:49,2020-09-26 13:12:49,49K-175K,Eire,2.0,          Missouri         ,Saint Louis,10.0 to 17.0 employees,520.0
698,Internal,Auditor,2016-09-01 10:21:07,2016-12-09 10:21:07,14K-164K,Rhyzio,4.0,          Colorado         ,,30.0 to 51.0 employees,686.6666666666666
699,Accountant,I,2017-03-08 07:39:25,2017-03-11 07:39:25,18K-154K,Flashdog,6.0,          Pennsylvania         ,Scranton,50.0 to 85.0 employees,770.0
700,Web,Developer III,2019-11-14 06:21:01,,94K-193K,Mynte,3.0,          Louisiana         ,New Orleans,20.0 to 34.0 employees,620.0
701,Assistant,Manager,2017-05-02 20:39:20,2017-05-19 20:39:20,0K-158K,Skyble,4.0,          Texas         ,El Paso,30.0 to 51.0 employees,686.6666666666666
702,Marketing,Manager,2016-06-14 16:31:46,2016-06-19 16:31:46,17K-166K,Skiba,3.0,          Missouri         ,Kansas City,20.0 to 34.0 employees,620.0
703,Physical,Therapy Assistant,2019-07-18 02:09:44,2019-09-04 02:09:44,4K-145K,Zoombeat,6.0,          Iowa         ,Cedar Rapids,50.0 to 85.0 employees,770.0
704,Associate,Professor,2018-08-25 14:38:03,2018-10-10 14:38:03,16K-187K,Meeveo,4.0,          Illinois         ,Decatur,30.0 to 51.0 employees,686.6666666666666
705,Systems,Administrator IV,2018-04-06 23:06:23,2018-04-17 23:06:23,5K-122K,Browsedrive,9.0,          Indiana         ,Crawfordsville,80.0 to 136.0 employees,838.1818181818182
706,Software,Engineer I,2019-01-11 09:13:23,2019-04-20 09:13:23,7K-147K,Mynte,3.0,          Texas         ,Beaumont,20.0 to 34.0 employees,620.0
707,Engineer,IV,2018-03-20 02:08:28,2018-04-01 02:08:28,16K-131K,Snaptags,6.0,          Minnesota         ,Minneapolis,50.0 to 85.0 employees,770.0
708,Engineer,I,2020-10-29 18:22:39,2021-01-11 18:22:39,76K-106K,Trilith,5.0,          Pennsylvania         ,Philadelphia,40.0 to 68.0 employees,734.2857142857142
709,Environmental,Specialist,2018-11-17 03:01:58,2019-02-10 03:01:58,6K-175K,Photobug,6.0,          Pennsylvania         ,Pittsburgh,50.0 to 85.0 employees,770.0
710,Programmer,Analyst I,2020-01-30 07:17:12,2020-04-04 07:17:12,70K-136K,Eadel,3.0,          Florida         ,Pompano Beach,20.0 to 34.0 employees,620.0
711,Senior,Sales Associate,2018-05-20 00:47:42,2018-08-08 00:47:42,53K-132K,Gabtype,5.0,          Iowa         ,Davenport,40.0 to 68.0 employees,734.2857142857142
712,Director,of Sales,2020-09-23 18:26:56,2020-12-22 18:26:56,48K-198K,Jazzy,3.0,          Missouri         ,Saint Louis,20.0 to 34.0 employees,620.0
713,GIS,Technical Architect,2018-11-30 14:10:20,2019-01-18 14:10:20,84K-140K,Shufflebeat,9.0,          Arizona         ,Phoenix,80.0 to 136.0 employees,838.1818181818182
714,Community,Outreach Specialist,2018-07-31 22:49:58,2018-10-20 22:49:58,96K-195K,Kwinu,3.0,          Maryland         ,Baltimore,20.0 to 34.0 employees,620.0
715,Environmental,Tech,2016-09-11 10:05:44,2016-12-18 10:05:44,16K-105K,Mycat,3.0,          Indiana         ,Indianapolis,20.0 to 34.0 employees,620.0
716,Environmental,Tech,2020-01-22 05:33:25,2020-03-20 05:33:25,52K-102K,Zoozzy,4.0,          California         ,San Diego,30.0 to 51.0 employees,686.6666666666666
717,Marketing,Manager,2018-03-26 03:14:13,2018-04-02 03:14:13,84K-175K,Feedbug,5.0,          Hawaii         ,Honolulu,40.0 to 68.0 employees,734.2857142857142
718,Senior,Sales Associate,2020-07-02 04:06:14,2020-09-09 04:06:14,84K-131K,Zoomdog,5.0,          California         ,Oxnard,40.0 to 68.0 employees,734.2857142857142
719,VP,Product Management,2019-07-12 09:07:35,2019-09-10 09:07:35,16K-190K,Wordtune,6.0,          Florida         ,Miami,50.0 to 85.0 employees,770.0
720,Environmental,Specialist,2018-11-23 10:02:53,2018-12-25 10:02:53,41K-133K,Avamm,3.0,          Massachusetts         ,Boston,20.0 to 34.0 employees,620.0
721,Engineer,II,2020-02-11 09:03:22,2020-05-18 09:03:22,19K-146K,Flashset,6.0,          New York         ,Buffalo,50.0 to 85.0 employees,770.0
722,Senior,Editor,2017-11-24 12:53:46,2017-12-06 12:53:46,28K-140K,Jaxworks,6.0,          District of Columbia         ,Washington,50.0 to 85.0 employees,770.0
723,Civil,Engineer,2017-01-17 17:33:49,2017-01-18 17:33:49,60K-130K,Mydeo,3.0,          Florida         ,Pinellas Park,20.0 to 34.0 employees,620.0
724,VP,Marketing,2020-05-01 14:05:11,2020-05-06 14:05:11,93K-155K,Thoughtstorm,10.0,          Arkansas         ,Little Rock,90.0 to 153.0 employees,853.3333333333335
725,Food,Chemist,2020-05-30 22:35:32,2020-08-20 22:35:32,53K-140K,Feednation,8.0,          Arizona         ,Phoenix,70.0 to 119.0 employees,820.0
726,Quality,Engineer,2016-12-25 09:48:31,2017-03-03 09:48:31,18K-121K,Zazio,3.0,          West Virginia         ,Huntington,20.0 to 34.0 employees,620.0
727,Pharmacist,,2017-01-07 08:02:32,2017-03-30 08:02:32,76K-146K,Fanoodle,6.0,          New Jersey         ,Paterson,50.0 to 85.0 employees,770.0
728,Data,Coordiator,2018-12-30 10:15:31,2019-03-16 10:15:31,86K-196K,Trilia,4.0,          Florida         ,Tampa,30.0 to 51.0 employees,686.6666666666666
729,GIS,Technical Architect,2018-03-06 04:56:55,2018-06-11 04:56:55,14K-137K,Podcat,4.0,          California         ,Sacramento,30.0 to 51.0 employees,686.6666666666666
730,VP,Accounting,2018-10-14 08:22:27,2019-01-02 08:22:27,98K-197K,Rhycero,5.0,          Kentucky         ,Lexington,40.0 to 68.0 employees,734.2857142857142
731,Health,Coach I,2018-03-29 01:36:13,2018-05-18 01:36:13,73K-102K,Mita,2.0,          District of Columbia         ,Washington,10.0 to 17.0 employees,520.0
732,Statistician,I,2016-11-16 13:29:50,2016-11-28 13:29:50,73K-137K,Dynazzy,5.0,          Indiana         ,South Bend,40.0 to 68.0 employees,734.2857142857142
733,Financial,Advisor,2017-02-13 04:14:05,2017-04-26 04:14:05,80K-154K,Skynoodle,7.0,          North Carolina         ,Raleigh,60.0 to 102.0 employees,797.7777777777777
734,Research,Nurse,2020-12-30 07:54:51,2021-01-02 07:54:51,67K-186K,Eadel,3.0,          Texas         ,El Paso,20.0 to 34.0 employees,620.0
735,Teacher,,2019-10-26 14:06:04,2019-11-24 14:06:04,50K-159K,Mynte,3.0,          Pennsylvania         ,Reading,20.0 to 34.0 employees,620.0
736,Software,Test Engineer II,2016-10-17 17:27:54,2016-11-29 17:27:54,65K-152K,Livetube,6.0,          Ohio         ,Cincinnati,50.0 to 85.0 employees,770.0
737,Operator,,2018-02-09 03:18:49,2018-03-13 03:18:49,17K-175K,Riffpedia,7.0,          Florida         ,Naples,60.0 to 102.0 employees,797.7777777777777
738,Senior,Cost Accountant,2020-11-03 20:12:06,2021-01-30 20:12:06,72K-180K,Twitterbeat,9.0,          Arizona         ,Tempe,80.0 to 136.0 employees,838.1818181818182
739,Developer,IV,2019-08-27 16:07:53,2019-11-15 16:07:53,89K-182K,Flashdog,6.0,          District of Columbia         ,Washington,50.0 to 85.0 employees,770.0
740,Administrative,Officer,2017-05-30 10:03:52,2017-07-04 10:03:52,18K-124K,Jayo,2.0,          California         ,Los Angeles,10.0 to 17.0 employees,520.0
741,Research,Assistant III,2016-12-22 13:47:50,2017-01-02 13:47:50,99K-110K,Snaptags,6.0,          Maryland         ,Hagerstown,50.0 to 85.0 employees,770.0
742,Community,Outreach Specialist,2021-01-26 01:33:24,2021-05-05 01:33:24,41K-156K,Riffpath,6.0,          California         ,Corona,50.0 to 85.0 employees,770.0
743,Cost,Accountant,2018-07-21 01:16:34,2018-08-07 01:16:34,51K-145K,Jaxspan,5.0,          California         ,Orange,40.0 to 68.0 employees,734.2857142857142
744,Technical,Writer,2018-11-11 10:45:39,2019-01-18 10:45:39,55K-141K,Gabtune,5.0,          Ohio         ,Cincinnati,40.0 to 68.0 employees,734.2857142857142
745,Social,Worker,2017-05-18 04:11:11,2017-08-24 04:11:11,94K-157K,Skidoo,4.0,          Virginia         ,Richmond,30.0 to 51.0 employees,686.6666666666666
746,Senior,Developer,2017-08-24 04:02:17,2017-09-25 04:02:17,28K-139K,Wikizz,4.0,          Washington         ,Everett,30.0 to 51.0 employees,686.6666666666666
747,Nurse,Practicioner,2020-12-27 20:26:25,2021-02-10 20:26:25,80K-126K,Kimia,3.0,          Connecticut         ,Bridgeport,20.0 to 34.0 employees,620.0
748,Assistant,Professor,2017-07-18 09:14:37,2017-10-22 09:14:37,91K-125K,Zoombox,5.0,          Florida         ,Zephyrhills,40.0 to 68.0 employees,734.2857142857142
749,Mechanical,Systems Engineer,2017-06-21 12:58:43,2017-07-26 12:58:43,83K-109K,Jabbersphere,10.0,          Texas         ,Fort Worth,90.0 to 153.0 employees,853.3333333333335
750,Programmer,Analyst III,2017-05-13 21:08:28,2017-05-23 21:08:28,34K-168K,Dablist,5.0,          Texas         ,San Antonio,40.0 to 68.0 employees,734.2857142857142
751,Account,Representative IV,2017-01-19 05:40:48,2017-03-08 05:40:48,50K-182K,Voolia,4.0,          Idaho         ,Boise,30.0 to 51.0 employees,686.6666666666666
752,Data,Coordiator,2017-07-04 08:16:41,2017-09-28 08:16:41,91K-113K,Skyvu,3.0,          Florida         ,Miami,20.0 to 34.0 employees,620.0
753,Senior,Financial Analyst,2017-12-08 02:34:35,2018-03-17 02:34:35,65K-107K,Babblestorm,9.0,          Louisiana         ,New Orleans,80.0 to 136.0 employees,838.1818181818182
754,Operator,,2020-11-01 14:14:49,2021-02-08 14:14:49,0K-175K,Meejo,3.0,          Oklahoma         ,Tulsa,20.0 to 34.0 employees,620.0
755,Human,Resources Assistant I,2016-04-14 06:21:23,2016-06-12 06:21:23,29K-153K,Jabbersphere,10.0,          Massachusetts         ,Springfield,90.0 to 153.0 employees,853.3333333333335
756,Research,Nurse,2016-09-21 21:41:20,2016-10-24 21:41:20,99K-141K,Jetpulse,6.0,          Colorado         ,Pueblo,50.0 to 85.0 employees,770.0
757,Systems,Administrator IV,2018-05-31 04:07:08,2018-06-15 04:07:08,51K-156K,Feedfire,6.0,          Alabama         ,Montgomery,50.0 to 85.0 employees,770.0
758,Account,Executive,2016-03-23 11:37:55,2016-05-27 11:37:55,42K-160K,Thoughtbridge,11.0,          Utah         ,Ogden,100.0 to 170.0 employees,866.1538461538463
759,Staff,Accountant IV,2021-01-21 12:51:15,2021-04-20 12:51:15,64K-116K,Flipopia,6.0,          Florida         ,Miami,50.0 to 85.0 employees,770.0
760,Product,Engineer,2020-02-02 18:17:09,2020-03-04 18:17:09,59K-184K,Nlounge,5.0,          Kansas         ,Shawnee Mission,40.0 to 68.0 employees,734.2857142857142
761,GIS,Technical Architect,2019-08-01 03:10:04,2019-08-28 03:10:04,44K-104K,Cogidoo,5.0,          Georgia         ,Decatur,40.0 to 68.0 employees,734.2857142857142
762,Data,Coordiator,2019-05-15 03:51:43,2019-06-09 03:51:43,76K-151K,Twinte,4.0,          Maryland         ,Baltimore,30.0 to 51.0 employees,686.6666666666666
763,Recruiter,,2019-09-19 10:45:58,2019-11-06 10:45:58,60K-107K,Skipstorm,7.0,          California         ,Irvine,60.0 to 102.0 employees,797.7777777777777
764,Safety,Technician I,2016-03-30 13:43:06,2016-05-06 13:43:06,74K-110K,Photobean,7.0,          Georgia         ,Macon,60.0 to 102.0 employees,797.7777777777777
765,Community,Outreach Specialist,2019-10-15 00:18:40,2019-12-06 00:18:40,55K-148K,Teklist,5.0,          Louisiana         ,New Orleans,40.0 to 68.0 employees,734.2857142857142
766,Database,Administrator IV,2018-03-11 15:57:45,2018-03-25 15:57:45,85K-176K,Kare,2.0,          District of Columbia         ,Washington,10.0 to 17.0 employees,520.0
767,Desktop,Support Technician,2017-03-19 07:54:09,2017-06-11 07:54:09,28K-142K,Fatz,2.0,          Florida         ,Melbourne,10.0 to 17.0 employees,520.0
768,VP,Marketing,2017-01-25 22:26:17,2017-02-27 22:26:17,27K-127K,Snaptags,6.0,          Washington         ,Seattle,50.0 to 85.0 employees,770.0
769,Teacher,,2019-06-23 15:08:48,2019-09-08 15:08:48,3K-101K,Linkbridge,8.0,          California         ,Sacramento,70.0 to 119.0 employees,820.0
770,Budget/Accounting,Analyst I,2018-07-04 08:43:58,2018-08-26 08:43:58,53K-109K,Camido,4.0,          Mississippi         ,Columbus,30.0 to 51.0 employees,686.6666666666666
771,Dental,Hygienist,2017-06-03 09:29:06,2017-08-03 09:29:06,6K-111K,Jabbersphere,10.0,          Nevada         ,Sparks,90.0 to 153.0 employees,853.3333333333335
772,Recruiter,,2020-09-20 10:01:35,2020-09-28 10:01:35,29K-194K,Vipe,2.0,          New Jersey         ,Trenton,10.0 to 17.0 employees,520.0
773,Civil,Engineer,2017-11-15 17:50:50,2017-11-19 17:50:50,69K-119K,Yamia,3.0,          Georgia         ,Macon,20.0 to 34.0 employees,620.0
774,Quality,Engineer,2016-10-08 22:39:30,2016-10-12 22:39:30,11K-163K,Voonder,5.0,          California         ,Bakersfield,40.0 to 68.0 employees,734.2857142857142
775,Accounting,Assistant II,2018-09-16 23:04:37,2018-12-11 23:04:37,18K-133K,Tambee,4.0,          Massachusetts         ,Springfield,30.0 to 51.0 employees,686.6666666666666
776,Software,Engineer IV,2016-12-23 03:37:16,2017-02-20 03:37:16,98K-148K,Twiyo,3.0,          Ohio         ,Cincinnati,20.0 to 34.0 employees,620.0
777,Sales,Associate,2017-04-17 18:07:48,2017-05-07 18:07:48,18K-123K,Demimbu,5.0,          Minnesota         ,Monticello,40.0 to 68.0 employees,734.2857142857142
778,Assistant,Media Planner,2018-07-01 03:19:57,2018-09-13 03:19:57,50K-172K,Agimba,4.0,          Nebraska         ,Omaha,30.0 to 51.0 employees,686.6666666666666
779,Structural,Analysis Engineer,2016-10-16 11:57:59,2016-11-06 11:57:59,60K-170K,Blognation,8.0,          Washington         ,Olympia,70.0 to 119.0 employees,820.0
780,Analog,Circuit Design manager,2016-07-30 14:26:22,2016-10-07 14:26:22,60K-186K,Wikizz,4.0,          Massachusetts         ,Brockton,30.0 to 51.0 employees,686.6666666666666
781,Programmer,I,2020-06-26 19:33:11,2020-08-07 19:33:11,96K-192K,Oyoyo,3.0,          Texas         ,El Paso,20.0 to 34.0 employees,620.0
782,Statistician,I,2019-09-29 06:22:57,2019-12-06 06:22:57,45K-144K,Fadeo,3.0,          Alabama         ,Birmingham,20.0 to 34.0 employees,620.0
783,Programmer,II,2018-10-03 04:48:42,2018-12-22 04:48:42,14K-116K,Meezzy,4.0,          Idaho         ,Pocatello,30.0 to 51.0 employees,686.6666666666666
784,Director,of Sales,2019-08-12 22:19:37,2019-09-15 22:19:37,89K-192K,Kwinu,3.0,          Texas         ,Fort Worth,20.0 to 34.0 employees,620.0
785,Software,Consultant,2017-01-22 20:59:54,2017-03-11 20:59:54,36K-169K,Skaboo,4.0,          South Dakota         ,Sioux Falls,30.0 to 51.0 employees,686.6666666666666
786,VP,Marketing,2017-06-28 07:24:37,2017-07-10 07:24:37,5K-193K,Skyble,4.0,          Indiana         ,Indianapolis,30.0 to 51.0 employees,686.6666666666666
787,Graphic,Designer,2017-02-11 23:31:55,2017-03-26 23:31:55,49K-157K,Npath,3.0,          Ohio         ,Springfield,20.0 to 34.0 employees,620.0
788,Sales,Representative,2019-09-02 02:24:35,2019-10-29 02:24:35,48K-196K,Teklist,5.0,          Ohio         ,Cincinnati,40.0 to 68.0 employees,734.2857142857142
789,Engineer,IV,2018-06-10 13:13:33,2018-07-12 13:13:33,63K-144K,Rooxo,3.0,          Georgia         ,Augusta,20.0 to 34.0 employees,620.0
790,Assistant,Professor,2020-05-01 11:17:51,2020-07-17 11:17:51,95K-150K,Aivee,3.0,          District of Columbia         ,Washington,20.0 to 34.0 employees,620.0
791,Tax,Accountant,2019-12-06 16:28:18,2020-03-11 16:28:18,82K-174K,Gabtype,5.0,          California         ,San Jose,40.0 to 68.0 employees,734.2857142857142
792,Quality,Control Specialist,2019-08-26 19:26:42,2019-11-16 19:26:42,72K-193K,Babbleset,7.0,          New York         ,Jamaica,60.0 to 102.0 employees,797.7777777777777
793,Electrical,Engineer,2016-04-05 09:00:21,2016-06-23 09:00:21,63K-109K,Trilith,5.0,          Florida         ,Clearwater,40.0 to 68.0 employees,734.2857142857142
794,Business,Systems Development Analyst,2017-07-16 21:05:00,2017-10-10 21:05:00,87K-152K,Rhycero,5.0,          Tennessee         ,Memphis,40.0 to 68.0 employees,734.2857142857142
795,Quality,Engineer,2019-04-12 16:26:05,2019-07-19 16:26:05,0K-139K,Realfire,6.0,          New York         ,Rochester,50.0 to 85.0 employees,770.0
796,Sales,Associate,2018-01-27 05:17:02,2018-02-27 05:17:02,90K-125K,Snaptags,6.0,          New York         ,New York City,50.0 to 85.0 employees,770.0
797,Geologist,I,2019-05-18 07:33:57,2019-08-02 07:33:57,75K-153K,Edgeclub,6.0,          Mississippi         ,Biloxi,50.0 to 85.0 employees,770.0
798,Marketing,Assistant,2018-05-20 22:53:24,2018-05-31 22:53:24,79K-119K,Voomm,3.0,          Michigan         ,Midland,20.0 to 34.0 employees,620.0
799,Assistant,Professor,2020-04-12 22:30:24,2020-04-24 22:30:24,90K-112K,Lazzy,3.0,          Arizona         ,Phoenix,20.0 to 34.0 employees,620.0
800,GIS,Technical Architect,2016-05-30 05:59:31,2016-07-14 05:59:31,19K-145K,Blogtags,6.0,          Delaware         ,Wilmington,50.0 to 85.0 employees,770.0
801,Senior,Sales Associate,2018-11-20 15:40:35,2019-02-22 15:40:35,85K-165K,Oodoo,3.0,          Connecticut         ,Stamford,20.0 to 34.0 employees,620.0
802,Nuclear,Power Engineer,2018-01-12 15:26:36,2018-02-17 15:26:36,11K-151K,Jabberbean,8.0,          Florida         ,Naples,70.0 to 119.0 employees,820.0
803,Administrative,Officer,2019-11-10 16:58:54,2019-12-07 16:58:54,17K-145K,Janyx,3.0,          Arizona         ,Phoenix,20.0 to 34.0 employees,620.0
804,Quality,Control Specialist,2019-07-17 09:11:15,2019-10-16 09:11:15,42K-183K,Aivee,3.0,          California         ,Van Nuys,20.0 to 34.0 employees,620.0
805,Executive,Secretary,2019-04-22 16:30:29,2019-06-06 16:30:29,73K-115K,Skyndu,4.0,          Connecticut         ,Stamford,30.0 to 51.0 employees,686.6666666666666
806,Assistant,Media Planner,2016-10-13 23:53:51,2016-11-27 23:53:51,22K-184K,Vidoo,3.0,          Arkansas         ,Fort Smith,20.0 to 34.0 employees,620.0
807,Programmer,II,2016-06-27 07:23:55,2016-07-19 07:23:55,88K-184K,Brainsphere,9.0,          Wisconsin         ,Madison,80.0 to 136.0 employees,838.1818181818182
808,Cost,Accountant,2019-05-12 17:51:13,2019-07-28 17:51:13,58K-159K,Voonder,5.0,          Florida         ,Miami,40.0 to 68.0 employees,734.2857142857142
809,Analyst,Programmer,2018-03-14 14:08:03,2018-04-24 14:08:03,25K-180K,Bubbletube,8.0,          Pennsylvania         ,Pittsburgh,70.0 to 119.0 employees,820.0
810,Software,Engineer I,2020-04-11 12:47:42,2020-05-16 12:47:42,27K-133K,Skimia,4.0,          California         ,San Diego,30.0 to 51.0 employees,686.6666666666666
811,Civil,Engineer,2018-12-02 00:06:31,2019-03-03 00:06:31,52K-159K,Yata,2.0,          Texas         ,Midland,10.0 to 17.0 employees,520.0
